text,label
thầy ơi em đang nghĩ cách chia thập phân cho thập phân chưa ra thầy hint đi,SCAFFOLDING
thầy ơi công thức dtich hình thang là j thầy nhắc lại đi,SCAFFOLDING
"thầy ơi em tính ra 3,14 x 25 r tiếp theo làm j bài hình tròn",SCAFFOLDING
thầy ơi e ko bt đổi 2h15p sang giờ thầy hint đi,SCAFFOLDING
thầy ơi em làm xong bước tính v r bước s tiếp ntn thầy,SCAFFOLDING
thầy ơi em cần gợi ý nhỏ để biết đây là bài ngược chiều hay cùng chiều,SCAFFOLDING
thầy ơi em k hiểu đề bài nói gì bài hình hộp thầy tóm tắt giúp,SCAFFOLDING
thầy ơi gợi ý cho em biết cần áp dụng công thức nào bài này,SCAFFOLDING
thầy ơi em làm bước 2 mà bị bí bài phần trăm dạng 3,SCAFFOLDING
thầy ơi e ko biết bắt đầu từ đâu bài chuyển động thầy gợi ý bước đầu đi,SCAFFOLDING
thầy ơi em đang nghĩ cách giải bài lãi suất nhưng cần xác nhận hướng đúng ko,SCAFFOLDING
thầy ơi em phân tích được 36 = 2² × 3² rồi nhưng tìm ƯCLN tiếp sao thầy,SCAFFOLDING
"em tìm được ước của 12 rồi thầy nhưng tìm ƯCLN(12, 18) tiếp sao",SCAFFOLDING
thầy ơi em biết BCNN rồi nhưng bài bảo tìm số nhỏ nhất chia hết cho cả 3 số thầy,SCAFFOLDING
em phân tích thừa số nguyên tố 60 rồi thầy bước tiếp là gì,SCAFFOLDING
thầy ơi em tính được (-3) + 7 = 4 rồi nhưng bài tiếp yêu cầu gì thầy,SCAFFOLDING
em biết số đối rồi thầy nhưng giá trị tuyệt đối tính sao thầy,SCAFFOLDING
thầy ơi em tính được 2⁵ = 32 rồi nhưng nhân thêm 2³ tiếp sao,SCAFFOLDING
em viết được tập hợp A rồi thầy nhưng tìm số phần tử tiếp thế nào,SCAFFOLDING
thầy ơi em biết tia phân giác chia đôi góc rồi nhưng tính số đo tiếp sao,SCAFFOLDING
em tính được chu vi tam giác đều rồi thầy nhưng tính diện tích tiếp thế nào,SCAFFOLDING
thầy ơi em bỏ dấu ngoặc xong rồi nhưng chuyển vế tiếp sao thầy,SCAFFOLDING
"em tính ƯCLN(24, 36) rồi thầy bài hỏi phân số rút gọn tiếp sao",SCAFFOLDING
thầy ơi em tính được (-4) × (-3) = 12 rồi nhưng bài hỏi thêm gì thầy,SCAFFOLDING
em biết 51 là hợp số rồi thầy nhưng phân tích ra thừa số nguyên tố thế nào,SCAFFOLDING
thầy ơi em xác định được tia Ox rồi nhưng vẽ đoạn thẳng tiếp sao,SCAFFOLDING
em tính được xác suất là 3/6 rồi thầy rút gọn tiếp thế nào,SCAFFOLDING
thầy ơi em biết góc AOB = 120° rồi tia phân giác tạo góc mấy độ thầy,SCAFFOLDING
"em tính được BCNN(4, 6, 8) rồi thầy nhưng bài hỏi số nào nhỏ nhất thầy",SCAFFOLDING
thầy ơi em chuyển vế xong rồi nhưng giải tiếp thế nào thầy,SCAFFOLDING
em tính được (-2)³ rồi thầy nhưng bài yêu cầu so sánh với 2³ thầy,SCAFFOLDING
thầy ơi em biết số nguyên tố nhỏ hơn 20 rồi nhưng đếm có bao nhiêu thầy,SCAFFOLDING
em tính được S hình vuông rồi thầy nhưng bài hỏi cạnh thầy,SCAFFOLDING
"thầy ơi em phân tích 180 = 2² × 3² × 5 rồi BCNN(180, 120) tiếp sao thầy",SCAFFOLDING
em biết đoạn thẳng AB = 6cm rồi thầy tìm trung điểm M tiếp thế nào,SCAFFOLDING
thầy ơi em tính được 1⅔ + 2½ rồi rút gọn tiếp thế nào thầy,SCAFFOLDING
em biết số đối của -7 là 7 rồi thầy bài yêu cầu gì tiếp thầy,SCAFFOLDING
thầy ơi em tính được xúc xắc ra số lẻ là 3/6 rồi đơn giản hóa thế nào,SCAFFOLDING
em tính được chu vi lục giác đều rồi thầy nhưng bài hỏi số đường chéo thầy,SCAFFOLDING
thầy ơi em biết N* khác N ở điểm nào rồi nhưng liệt kê N* tiếp sao,SCAFFOLDING
em xác định được góc nhọn rồi thầy nhưng bài bảo vẽ tia phân giác thầy,SCAFFOLDING
thầy ơi em tính (-5/6) + (1/3) rồi nhưng quy đồng mẫu tiếp sao thầy,SCAFFOLDING
"em biết ƯCLN(14, 21) = 7 rồi thầy rút gọn 14/21 tiếp thế nào",SCAFFOLDING
thầy ơi em tính được tập hợp giao của A và B rồi nhưng tập hợp hợp tính sao,SCAFFOLDING
em biết (-3)⁴ > (-3)³ rồi thầy nhưng so sánh với 3⁴ tiếp thế nào,SCAFFOLDING
thầy ơi em tính được số dư khi chia cho 7 rồi nhưng bài hỏi gì tiếp thầy,SCAFFOLDING
em viết được biểu diễn tập hợp rồi thầy nhưng dùng ký hiệu ∈ hay ⊂ thầy,SCAFFOLDING
thầy ơi em tính được lũy thừa rồi nhưng so sánh hai lũy thừa tiếp sao,SCAFFOLDING
em biết cách tính xác suất rồi thầy nhưng bài hỏi biến cố bổ sung thầy,SCAFFOLDING
thầy ơi em tính được S hình lục giác đều = 6 × S tam giác đều rồi nhưng tính tiếp sao,SCAFFOLDING
em tính được hệ số lũy thừa rồi thầy nhưng so sánh a^m và a^n tiếp sao,SCAFFOLDING
thầy ơi em biết cách cộng trừ số nguyên rồi nhưng bài có dấu ngoặc tiếp sao,SCAFFOLDING
em tính được góc bù của 65° là 115° rồi thầy bài hỏi gì tiếp thầy,SCAFFOLDING
thầy ơi em rút gọn được phân số âm rồi nhưng so sánh hai phân số âm tiếp sao,SCAFFOLDING
em tính được diện tích tam giác đều rồi thầy nhưng bài hỏi đường cao thầy,SCAFFOLDING
thầy ơi em xác định được số nguyên tố rồi nhưng bài hỏi phân tích tiếp thầy,SCAFFOLDING
em tính (-8) ÷ (-2) = 4 rồi thầy nhưng bài hỏi thêm gì thầy,SCAFFOLDING
thầy ơi em biết BCNN dùng để quy đồng rồi nhưng cộng phân số tiếp sao,SCAFFOLDING
em biết ký hiệu tập hợp rồi thầy nhưng viết tập con tiếp thế nào,SCAFFOLDING
thầy ơi em tính được số đo tia phân giác rồi nhưng vẽ lên hình thế nào,SCAFFOLDING
em tính 3/4 × (-8) = -6 rồi thầy bài hỏi gì tiếp thầy ơi,SCAFFOLDING
thầy ơi em biết hợp số là gì rồi nhưng kiểm tra 91 có phải không thầy,SCAFFOLDING
em xác định được điểm trên tia rồi thầy nhưng tính khoảng cách tiếp sao,SCAFFOLDING
thầy ơi em biết quy tắc dấu ngoặc rồi nhưng áp dụng vào bài cụ thể thế nào,SCAFFOLDING
em tính được 2/3 của (-9) = -6 rồi thầy bài yêu cầu gì tiếp thầy,SCAFFOLDING
thầy ơi em biết số đo góc AOB rồi nhưng tính góc AOC khi OC phân giác thầy,SCAFFOLDING
thầy ơi bài bảo viết tập hợp bằng cách liệt kê và bằng tính chất em không hiểu,SCAFFOLDING
thầy ơi em không hiểu bài hỏi tìm ƯCLN bằng phân tích thừa số nguyên tố nghĩa là gì,SCAFFOLDING
thầy ơi bài bảo kiểm tra số đó có là số nguyên tố không thầy giải thích đi,SCAFFOLDING
thầy ơi em không hiểu bài bảo tìm số nguyên x thỏa mãn điều kiện,SCAFFOLDING
thầy ơi đề bài bảo biểu diễn số nguyên trên trục số em không biết làm,SCAFFOLDING
thầy ơi em không hiểu bài bảo rút gọn phân số về dạng tối giản thầy,SCAFFOLDING
thầy ơi bài bảo tính xác suất thực nghiệm sau 100 lần thử em không biết cách,SCAFFOLDING
thầy ơi em không hiểu đề bài về tia phân giác của góc AOB thầy giải thích đi,SCAFFOLDING
thầy ơi bài bảo tìm các số nguyên x mà |x| < 3 em không hiểu,SCAFFOLDING
thầy ơi em không biết bài đang hỏi tập hợp A hay B hay A giao B,SCAFFOLDING
thầy ơi đề bài bảo áp dụng tính chất phân phối với hỗn số em không hiểu,SCAFFOLDING
thầy ơi bài hỏi viết dưới dạng lũy thừa của 10 em không biết làm,SCAFFOLDING
thầy ơi em không hiểu bài bảo tìm số tự nhiên n sao cho 2^n < 100,SCAFFOLDING
thầy ơi bài bảo tính số phần tử của tập hợp A thầy giải thích đi,SCAFFOLDING
thầy ơi em không hiểu đề bài bảo biểu thị tập hợp bằng sơ đồ Venn,SCAFFOLDING
thầy ơi bài hỏi tìm x biết (-3) × x = 12 em không biết bắt đầu từ đâu,SCAFFOLDING
thầy ơi em không hiểu bài bảo sắp xếp các số nguyên theo thứ tự tăng dần,SCAFFOLDING
thầy ơi đề bài bảo tính xác suất gieo xúc xắc ra số chia hết cho 3 em không hiểu,SCAFFOLDING
thầy ơi bài bảo tìm tập hợp con của A em không biết làm,SCAFFOLDING
thầy ơi em không hiểu đề bài về đoạn thẳng trung điểm thầy giải thích đi,SCAFFOLDING
thầy ơi bài bảo tìm số nguyên âm lớn nhất thỏa mãn điều kiện em không hiểu,SCAFFOLDING
thầy ơi em không biết bài bảo phân tích 360 ra thừa số nguyên tố thầy ơi,SCAFFOLDING
thầy ơi đề hỏi bao nhiêu số nguyên tố nhỏ hơn 50 em không biết cách đếm,SCAFFOLDING
thầy ơi bài bảo tính tích của hai số nguyên biết tổng và hiệu em không hiểu,SCAFFOLDING
thầy ơi em không hiểu bài hỏi vẽ tia Ox và biểu diễn số nguyên,SCAFFOLDING
thầy ơi bài bảo tính tổng của dãy số nguyên liên tiếp em không biết công thức,SCAFFOLDING
thầy ơi em không hiểu bài bảo áp dụng quy tắc dấu ngoặc vào biểu thức này,SCAFFOLDING
thầy ơi đề bài bảo chứng tỏ A là tập con của B em không biết cách làm,SCAFFOLDING
thầy ơi bài hỏi tổng các góc của lục giác đều em không biết tính sao,SCAFFOLDING
thầy ơi em không hiểu đề bài hỏi số diagonals của lục giác đều thầy,SCAFFOLDING
thầy ơi cho em gợi ý nhỏ về cách phân tích thừa số nguyên tố,SCAFFOLDING
thầy ơi công thức nhân hai lũy thừa cùng cơ số là gì thầy,SCAFFOLDING
thầy ơi gợi ý cho em biết khi nào thì BCNN = tích hai số thầy,SCAFFOLDING
thầy ơi công thức diện tích tam giác đều là gì thầy ơi,SCAFFOLDING
thầy ơi cho em một gợi ý về quy tắc bỏ dấu ngoặc thầy,SCAFFOLDING
thầy ơi gợi ý đi thầy em biết cần dùng ƯCLN nhưng không biết bước tiếp,SCAFFOLDING
thầy ơi công thức chia hai lũy thừa cùng cơ số là gì thầy,SCAFFOLDING
thầy ơi hint đi thầy bài số nguyên âm nhân với số nguyên dương,SCAFFOLDING
thầy ơi gợi ý em biết cách tìm xác suất thực nghiệm thầy ơi,SCAFFOLDING
thầy ơi nhắc em quy tắc nhân dấu âm dương thầy ơi,SCAFFOLDING
thầy ơi cho em biết cần dùng BCNN hay ƯCLN trong bài này thầy,SCAFFOLDING
thầy ơi gợi ý em cách kiểm tra số nguyên tố thầy ơi,SCAFFOLDING
thầy ơi công thức chu vi lục giác đều là gì thầy ơi,SCAFFOLDING
thầy ơi hint đi thầy em nghĩ cần chuyển vế nhưng không chắc,SCAFFOLDING
thầy ơi gợi ý em cách viết tập hợp bằng cách chỉ ra tính chất thầy,SCAFFOLDING
thầy ơi nhắc em quy tắc dấu ngoặc trong phép trừ thầy ơi,SCAFFOLDING
thầy ơi cho em biết bài này cần dùng lũy thừa hay không thầy,SCAFFOLDING
thầy ơi gợi ý em bước đầu để tìm ƯCLN bằng phân tích thừa số thầy,SCAFFOLDING
thầy ơi công thức tính góc khi biết tia phân giác là gì thầy,SCAFFOLDING
thầy ơi hint đi thầy em biết liên quan đến số nguyên tố nhưng không biết cách,SCAFFOLDING
thầy ơi gợi ý cho em biết cách đếm số nguyên tố nhỏ hơn 50,SCAFFOLDING
thầy ơi nhắc em khi nào thì |x| = x và khi nào |x| = -x thầy,SCAFFOLDING
thầy ơi cho em gợi ý về cách tìm số đo tia phân giác thầy ơi,SCAFFOLDING
thầy ơi gợi ý em cách so sánh hai lũy thừa cùng cơ số thầy ơi,SCAFFOLDING
thầy ơi công thức tính xác suất thực nghiệm là gì thầy nhắc đi,SCAFFOLDING
thầy ơi hint đi thầy bài liên quan đến BCNN và bội chung thầy,SCAFFOLDING
thầy ơi gợi ý em bước đầu giải bài tìm x với số nguyên thầy,SCAFFOLDING
thầy ơi nhắc em điều kiện để hai phân số bằng nhau thầy ơi,SCAFFOLDING
thầy ơi cho em biết bước đầu tiên trong bài toán tập hợp này,SCAFFOLDING
thầy ơi gợi ý em cách tính diện tích lục giác đều từ tam giác đều thầy,SCAFFOLDING
[Hình ảnh] Thầy xem em phân tích thừa số nguyên tố bài này đúng chưa,SCAFFOLDING
[Hình ảnh] Thầy ơi em không hiểu bài tập hợp này thầy xem giúp em,SCAFFOLDING
[Hình ảnh] Thầy xem em tính ƯCLN bài này có đúng không thầy,SCAFFOLDING
[Hình ảnh] Thầy ơi em làm đến đây bài số nguyên rồi bí thầy xem giúp,SCAFFOLDING
[Hình ảnh] Thầy xem em tính BCNN bài này đúng chưa thầy ơi,SCAFFOLDING
[Hình ảnh] Thầy ơi em vẽ tia phân giác nhưng không biết đúng không thầy xem giúp,SCAFFOLDING
[Hình ảnh] Thầy xem em tính bài cộng trừ số nguyên này có sai không,SCAFFOLDING
[Hình ảnh] Thầy ơi em viết tập hợp rồi thầy xem ký hiệu có đúng không,SCAFFOLDING
[Hình ảnh] Thầy xem em tính lũy thừa bài này có đúng không thầy ơi,SCAFFOLDING
[Hình ảnh] Thầy ơi em chụp vở lại thầy xem em tính sai bước nào rồi,SCAFFOLDING
[Hình ảnh] Thầy xem em vẽ tập hợp trên trục số này đúng không,SCAFFOLDING
[Hình ảnh] Thầy ơi em làm bài nhân số nguyên đến đây thì bị tắc,SCAFFOLDING
[Hình ảnh] Thầy xem bài xác suất em làm có đúng không thầy ơi,SCAFFOLDING
[Hình ảnh] Thầy ơi đây là bài về tập hợp số nguyên tố em làm thầy xem sai đâu,SCAFFOLDING
[Hình ảnh] Thầy xem em vẽ góc và tia phân giác này đúng không,SCAFFOLDING
[Hình ảnh] Thầy ơi em không hiểu đề bài về số đối này thầy tóm tắt giúp,SCAFFOLDING
[Hình ảnh] Thầy xem em nhân chia lũy thừa bước nào sai thầy ơi,SCAFFOLDING
[Hình ảnh] Thầy ơi em làm bài hình học lục giác đến đây rồi không biết tiếp,SCAFFOLDING
[Hình ảnh] Thầy xem em tính xác suất gieo xúc xắc có đúng không,SCAFFOLDING
[Hình ảnh] Thầy ơi em chụp hình bài làm thầy xem em bị bí ở đâu,SCAFFOLDING
[Hình ảnh] Thầy xem em chuyển vế bài số nguyên này có sai không thầy,SCAFFOLDING
[Hình ảnh] Thầy ơi đây là đề bài về tập hợp thầy xem em cần làm gì,SCAFFOLDING
[Hình ảnh] Thầy xem em tính diện tích tam giác đều này đúng chưa,SCAFFOLDING
[Hình ảnh] Thầy ơi em không biết bước tiếp theo trong bài BCNN này,SCAFFOLDING
[Hình ảnh] Thầy xem em bỏ dấu ngoặc trong bài số nguyên này đúng không,SCAFFOLDING
[Hình ảnh] Thầy ơi em làm bài phân tích thừa số nguyên tố đến đây tắc,SCAFFOLDING
[Hình ảnh] Thầy xem em tính chu vi hình lục giác đều đúng chưa thầy ơi,SCAFFOLDING
[Hình ảnh] Thầy ơi em vẽ đường thẳng và tia thầy xem có đúng không,SCAFFOLDING
[Hình ảnh] Thầy xem em tính bài nhân hai lũy thừa cùng cơ số đúng chưa,SCAFFOLDING
[Hình ảnh] Thầy ơi em không biết điền vào bảng tập hợp này chỗ nào,SCAFFOLDING
"[Hình ảnh] Thầy xem em tính ƯCLN(24, 36, 48) có đúng không thầy",SCAFFOLDING
[Hình ảnh] Thầy ơi em chụp bài kiểm tra thầy xem em làm sai bài nào,SCAFFOLDING
[Hình ảnh] Thầy xem em đo góc bằng thước đo độ này có đúng không,SCAFFOLDING
[Hình ảnh] Thầy ơi em làm bài số nguyên âm đến bước này bị bí,SCAFFOLDING
[Hình ảnh] Thầy xem em chia hai lũy thừa cùng cơ số bài này đúng không,SCAFFOLDING
[Hình ảnh] Thầy ơi em không biết bài đoạn thẳng này dùng công thức nào,SCAFFOLDING
[Hình ảnh] Thầy xem em rút gọn phân số âm bài này có đúng không,SCAFFOLDING
[Hình ảnh] Thầy ơi em làm bài về giá trị tuyệt đối đến đây bí,SCAFFOLDING
[Hình ảnh] Thầy xem em cộng phân số với số nguyên âm bài này đúng chưa,SCAFFOLDING
[Hình ảnh] Thầy ơi đây là hình thầy giao về nhà thầy xem em tính đúng chưa,SCAFFOLDING
[Hình ảnh] Thầy xem em kiểm tra số nguyên tố bài này có đúng không,SCAFFOLDING
[Hình ảnh] Thầy ơi em chụp ảnh bài tập về nhà thầy xem em sai bước nào,SCAFFOLDING
[Hình ảnh] Thầy xem em tính tổng dãy số nguyên bài này đúng chưa,SCAFFOLDING
[Hình ảnh] Thầy ơi em làm bài xác suất tung đồng xu đến đây thì không biết tiếp,SCAFFOLDING
[Hình ảnh] Thầy xem em vẽ tập hợp số nguyên trên trục số đúng không,SCAFFOLDING
[Hình ảnh] Thầy ơi em không hiểu bài về BCNN và ứng dụng thầy xem giúp,SCAFFOLDING
[Hình ảnh] Thầy xem em tính lũy thừa bậc 0 bài này có đúng không,SCAFFOLDING
[Hình ảnh] Thầy ơi em làm bài về hỗn số âm đến đây bị tắc,SCAFFOLDING
[Hình ảnh] Thầy xem em tính diện tích hình vuông và lục giác đều đúng không,SCAFFOLDING
[Hình ảnh] Thầy ơi em không biết bài hình học trực quan này cần làm gì tiếp,SCAFFOLDING
thầy ơi em lm đến đây r bài số nguyên nhưng ko bt lm tiếp ntn,SCAFFOLDING
thầy ơi gợi ý đi e bi r ko lm đc bài BCNN,SCAFFOLDING
thầy ơi hint đi e stuck r bài lũy thừa,SCAFFOLDING
thầy ơi em phân tích r nhưng tiếp theo là j thầy ơi,SCAFFOLDING
thầy ơi cho e xin 1 gợi ý nhỏ bài số nguyên tố thôi ạ,SCAFFOLDING
thầy ơi em lm bước 1 r bước 2 lm j bài ƯCLN,SCAFFOLDING
thầy hint đi thầy e ko bt lm gì tiếp bài tập hợp,SCAFFOLDING
thầy ơi em tắc ở bước bỏ dấu ngoặc r thầy ơi,SCAFFOLDING
thầy ơi e ko hiểu đề bài số nguyên âm thầy giải thích đi,SCAFFOLDING
thầy ơi btv lũy thừa này e ko bt lm từ đâu,SCAFFOLDING
thầy ơi gợi ý nhẹ thôi bài số nguyên e tự lm được,SCAFFOLDING
thầy ơi em lm đến chỗ tính BCNN r bước tiếp ntn,SCAFFOLDING
thầy ơi công thức dtich tam giác đều là j thầy ơi,SCAFFOLDING
thầy ơi e ko hiểu đề bài nói j bài tập hợp,SCAFFOLDING
thầy ơi cho e 1 clue nhỏ bài xác suất thầy ơi,SCAFFOLDING
thầy ơi e đang lm bài chuyển vế mà bị bí,SCAFFOLDING
thầy ơi e lm đc nửa bài số nguyên r nhưng nửa sau k bt,SCAFFOLDING
thầy ơi gợi ý đi e muốn tự lm bài ƯCLN ko muốn thầy làm thay,SCAFFOLDING
thầy ơi em tính được (-3)x(-4) r còn bài hỏi gì tiếp thầy,SCAFFOLDING
thầy ơi em ko bt viết tập hợp bằng cách chỉ ra tính chất thầy,SCAFFOLDING
thầy ơi em đang bí phần phân tích thừa số thầy gợi ý đi,SCAFFOLDING
thầy ơi hint đi thầy e sắp làm đc bài số nguyên tố r,SCAFFOLDING
thầy ơi em cần gợi ý về quy tắc nhân dấu âm dương thầy,SCAFFOLDING
thầy ơi em ko biết khi nào thì lũy thừa = 1 thầy ơi,SCAFFOLDING
thầy ơi em tính được giá trị tuyệt đối r nhưng so sánh tiếp sao,SCAFFOLDING
thầy ơi em bị stuck lúc bỏ dấu ngoặc thầy gợi ý đi,SCAFFOLDING
thầy ơi em làm đến đây nhưng k biết bước tiếp theo là j bài phân số âm,SCAFFOLDING
thầy ơi em cần gợi ý về cách tìm số nguyên thỏa mãn điều kiện,SCAFFOLDING
thầy ơi em đang nghĩ cách phân tích 360 chưa ra thầy hint đi,SCAFFOLDING
thầy ơi công thức tìm BCNN bằng phân tích thừa số là j thầy nhắc lại đi,SCAFFOLDING
thầy ơi em tính ra 2^5 r tiếp theo lm j bài lũy thừa,SCAFFOLDING
thầy ơi e ko bt đổi hỗn số âm như thế nào thầy hint đi,SCAFFOLDING
thầy ơi em làm xong bước phân tích r bước BCNN tiếp ntn thầy,SCAFFOLDING
thầy ơi em cần gợi ý nhỏ để biết bài này dùng ƯCLN hay BCNN,SCAFFOLDING
thầy ơi em k hiểu đề bài nói gì bài số nguyên thầy tóm tắt giúp,SCAFFOLDING
thầy ơi em tính được tỉ lệ thức rồi nhưng suy ra x tiếp sao thầy,SCAFFOLDING
em xác định được y tỉ lệ thuận với x rồi thầy nhưng tìm hệ số k tiếp sao,SCAFFOLDING
thầy ơi em biết BCNN rồi nhưng quy đồng phân số hữu tỉ tiếp thế nào,SCAFFOLDING
em tính được góc đối đỉnh rồi thầy nhưng bài hỏi góc kề bù thầy,SCAFFOLDING
thầy ơi em chứng minh được hai góc so le bằng nhau rồi suy ra song song tiếp sao,SCAFFOLDING
em tính được tổng hai góc trong tam giác rồi thầy góc thứ ba tiếp sao,SCAFFOLDING
thầy ơi em biết tam giác cân có hai cạnh bằng nhau rồi nhưng tính góc tiếp thế nào,SCAFFOLDING
em tính được đường trung tuyến từ A rồi thầy trọng tâm G ở đâu thầy,SCAFFOLDING
thầy ơi em xác định được tam giác bằng nhau theo c.c.c rồi nhưng suy ra gì tiếp thầy,SCAFFOLDING
em rút gọn phân số hữu tỉ rồi thầy nhưng cộng trừ tiếp thế nào,SCAFFOLDING
thầy ơi em tính được P(1) rồi nhưng bài hỏi nghiệm của đa thức thầy,SCAFFOLDING
em biết hai đường thẳng song song rồi thầy nhưng tính góc đồng vị tiếp sao,SCAFFOLDING
thầy ơi em phân tích được đa thức rồi nhưng tìm nghiệm tiếp thế nào thầy,SCAFFOLDING
em tính được hệ số tỉ lệ nghịch rồi thầy nhưng tìm y khi biết x tiếp sao,SCAFFOLDING
thầy ơi em biết √4 = 2 rồi nhưng bài hỏi gì tiếp với giá trị tuyệt đối thầy,SCAFFOLDING
em xác định được trường hợp g.c.g rồi thầy nhưng viết kết luận tiếp sao,SCAFFOLDING
thầy ơi em tính được tổng ba góc tam giác rồi nhưng góc ngoài tại A là bao nhiêu,SCAFFOLDING
em biết x₁y₁ = x₂y₂ trong tỉ lệ nghịch rồi thầy tính x₂ tiếp sao thầy,SCAFFOLDING
thầy ơi em xác định được tam giác vuông rồi nhưng trường hợp bằng nhau nào dùng thầy,SCAFFOLDING
em tính được bậc đơn thức rồi thầy nhưng cộng hai đơn thức đồng dạng tiếp sao,SCAFFOLDING
thầy ơi em chứng minh được hai tam giác bằng nhau rồi nhưng suy ra cạnh bằng nhau tiếp,SCAFFOLDING
em tính được tỉ lệ chia rồi thầy nhưng số tiền mỗi phần là bao nhiêu thầy,SCAFFOLDING
thầy ơi em biết số vô tỉ là gì rồi nhưng so sánh với số hữu tỉ thế nào,SCAFFOLDING
em xác định được đây là tỉ lệ thuận rồi thầy nhưng lập tỉ lệ thức tiếp sao,SCAFFOLDING
thầy ơi em tính được lũy thừa số hữu tỉ rồi nhưng so sánh hai lũy thừa tiếp sao,SCAFFOLDING
em biết cạnh huyền - góc nhọn rồi thầy nhưng kết luận hai tam giác bằng nhau thế nào,SCAFFOLDING
thầy ơi em tính được P(-1) rồi nhưng bài hỏi P(-1) + P(1) thầy,SCAFFOLDING
em xác định được hai đường song song rồi thầy nhưng tính góc trong cùng phía tiếp sao,SCAFFOLDING
thầy ơi em biết bất đẳng thức tam giác rồi nhưng kiểm tra ba cạnh có tạo tam giác không,SCAFFOLDING
em tính được trung điểm đoạn thẳng rồi thầy nhưng đường trung tuyến vẽ thế nào,SCAFFOLDING
thầy ơi em xác định được nghiệm của đa thức x = 2 rồi nhưng bài hỏi kiểm tra lại thầy,SCAFFOLDING
em biết tam giác đều rồi thầy nhưng tính số đo góc ngoài tiếp sao thầy,SCAFFOLDING
thầy ơi em tính được dãy tỉ số bằng nhau rồi nhưng tìm từng số tiếp thế nào,SCAFFOLDING
em xác định được đây là đại lượng tỉ lệ nghịch rồi thầy nhưng viết công thức tiếp sao,SCAFFOLDING
thầy ơi em tính được (2/3)² rồi nhưng bài yêu cầu so sánh với (2/3)³ thầy,SCAFFOLDING
em biết nội tâm cách đều ba cạnh rồi thầy nhưng tìm nội tâm trong tam giác thế nào,SCAFFOLDING
thầy ơi em tính được trọng tâm G chia trung tuyến 2:1 rồi nhưng xác định tọa độ G thầy,SCAFFOLDING
em biết hai tam giác bằng nhau theo c.g.c rồi thầy nhưng chứng minh cạnh còn lại bằng nhau,SCAFFOLDING
thầy ơi em tính được P(x) = x² - 4 rồi nhưng giải P(x) = 0 tiếp sao thầy,SCAFFOLDING
em xác định được góc đối đỉnh rồi thầy nhưng tính góc tạo bởi cát tuyến với đường song song,SCAFFOLDING
thầy ơi em rút gọn đa thức xong rồi nhưng bài hỏi bậc của đa thức sau khi rút gọn thầy,SCAFFOLDING
em biết công thức y = k/x rồi thầy nhưng lập bảng giá trị tỉ lệ nghịch tiếp sao,SCAFFOLDING
thầy ơi em tính được góc ngoài = tổng hai góc trong không kề rồi bài hỏi gì tiếp thầy,SCAFFOLDING
em xác định được tam giác cân có đỉnh A rồi thầy nhưng góc A tính sao thầy,SCAFFOLDING
thầy ơi em biết tia phân giác chia đôi góc rồi nhưng chứng minh hai tam giác bằng nhau thầy,SCAFFOLDING
em tính được nghiệm x = -1 của đa thức rồi thầy nhưng kiểm tra lại thế nào thầy,SCAFFOLDING
thầy ơi em biết R = Q ∪ I rồi nhưng số nào thuộc R mà không thuộc Q thầy,SCAFFOLDING
"em tính được dãy tỉ số bằng nhau a/2 = b/3 = c/5 rồi nhưng tìm a, b, c khi a+b+c=20 thầy",SCAFFOLDING
thầy ơi em biết hai đường thẳng song song cắt cát tuyến rồi nhưng đếm có bao nhiêu cặp góc bằng nhau,SCAFFOLDING
em xác định được góc trong cùng phía bù nhau rồi thầy nhưng suy ra điều gì về hai đường thầy,SCAFFOLDING
thầy ơi em tính được (a/b)^n = a^n/b^n rồi nhưng áp dụng tính (-2/3)^4 tiếp sao,SCAFFOLDING
em biết trực tâm là giao điểm ba đường cao rồi thầy nhưng tìm trực tâm trong tam giác cụ thể,SCAFFOLDING
thầy ơi em tính được chu vi tam giác rồi nhưng bài hỏi tam giác đó có phải tam giác cân không,SCAFFOLDING
em biết nghiệm đa thức là a rồi thầy nhưng bài hỏi tìm tất cả nghiệm của đa thức đó,SCAFFOLDING
thầy ơi em tính được hệ số tỉ lệ thuận k = 3 rồi nhưng viết phương trình y = kx tiếp sao,SCAFFOLDING
em xác định được ba cạnh thỏa bất đẳng thức tam giác rồi thầy nhưng vẽ tam giác thế nào,SCAFFOLDING
thầy ơi em biết tam giác vuông cân rồi nhưng tính diện tích với cạnh góc vuông = 5 thầy,SCAFFOLDING
em tính được cộng trừ số hữu tỉ rồi thầy nhưng bài hỏi so sánh với 0 tiếp sao thầy,SCAFFOLDING
thầy ơi em xác định được đây là nghiệm của đa thức rồi nhưng phân tích tiếp thế nào thầy,SCAFFOLDING
em biết tỉ lệ thức a:b = c:d rồi thầy nhưng từ đó tìm a:c = b:d đúng không thầy,SCAFFOLDING
thầy ơi em tính được diện tích tam giác rồi nhưng bài hỏi đường cao tiếp thầy,SCAFFOLDING
em biết tam giác bằng nhau theo c.g.c rồi thầy nhưng các yếu tố tương ứng là gì thầy,SCAFFOLDING
thầy ơi em xác định được trọng tâm G rồi nhưng bài hỏi quãng đường GA so với trung tuyến,SCAFFOLDING
em tính được √9 = 3 rồi thầy nhưng bài hỏi giá trị của √9 + √16 thầy,SCAFFOLDING
